id,filename,label
train_000998,train_images/train_000998.jpg,baby_back_ribs
train_001027,train_images/train_001027.jpg,baklava
train_005261,train_images/train_005261.jpg,french_fries
train_005657,train_images/train_005657.jpg,hamburger
train_006691,train_images/train_006691.jpg,lasagna
train_003894,train_images/train_003894.jpg,chocolate_cake
train_002237,train_images/train_002237.jpg,caesar_salad
train_001778,train_images/train_001778.jpg,beef_carpaccio
train_000794,train_images/train_000794.jpg,baby_back_ribs
train_002962,train_images/train_002962.jpg,cheesecake
train_004325,train_images/train_004325.jpg,donuts
train_004338,train_images/train_004338.jpg,donuts
train_006179,train_images/train_006179.jpg,ice_cream
train_004750,train_images/train_004750.jpg,dumplings
train_003812,train_images/train_003812.jpg,chocolate_cake
train_003893,train_images/train_003893.jpg,chocolate_cake
train_001702,train_images/train_001702.jpg,beef_carpaccio
train_007317,train_images/train_007317.jpg,omelette
train_009063,train_images/train_009063.jpg,sushi
train_000051,train_images/train_000051.jpg,apple_pie
train_005605,train_images/train_005605.jpg,hamburger
train_004902,train_images/train_004902.jpg,dumplings
train_000950,train_images/train_000950.jpg,baby_back_ribs
train_008359,train_images/train_008359.jpg,ramen
train_000232,train_images/train_000232.jpg,apple_pie
train_007037,train_images/train_007037.jpg,omelette
train_009457,train_images/train_009457.jpg,sushi
train_008874,train_images/train_008874.jpg,steak
train_008396,train_images/train_008396.jpg,ramen
train_001217,train_images/train_001217.jpg,baklava
train_000612,train_images/train_000612.jpg,baby_back_ribs
train_008958,train_images/train_008958.jpg,steak
train_002854,train_images/train_002854.jpg,cheesecake
train_000228,train_images/train_000228.jpg,apple_pie
train_009156,train_images/train_009156.jpg,sushi
train_007632,train_images/train_007632.jpg,pizza
train_002410,train_images/train_002410.jpg,caesar_salad
train_004809,train_images/train_004809.jpg,dumplings
train_008352,train_images/train_008352.jpg,ramen
train_006202,train_images/train_006202.jpg,ice_cream
train_002630,train_images/train_002630.jpg,cheesecake
train_007146,train_images/train_007146.jpg,omelette
train_003420,train_images/train_003420.jpg,chicken_curry
train_004529,train_images/train_004529.jpg,dumplings
train_004919,train_images/train_004919.jpg,dumplings
train_006571,train_images/train_006571.jpg,lasagna
train_003430,train_images/train_003430.jpg,chicken_curry
train_005943,train_images/train_005943.jpg,hamburger
train_003483,train_images/train_003483.jpg,chicken_curry
train_003660,train_images/train_003660.jpg,chocolate_cake
train_003474,train_images/train_003474.jpg,chicken_curry
train_001285,train_images/train_001285.jpg,baklava
train_007667,train_images/train_007667.jpg,pizza
train_005081,train_images/train_005081.jpg,french_fries
train_009133,train_images/train_009133.jpg,sushi
train_001082,train_images/train_001082.jpg,baklava
train_005254,train_images/train_005254.jpg,french_fries
train_007091,train_images/train_007091.jpg,omelette
train_001005,train_images/train_001005.jpg,baklava
train_005723,train_images/train_005723.jpg,hamburger
train_006443,train_images/train_006443.jpg,ice_cream
train_004102,train_images/train_004102.jpg,donuts
train_004317,train_images/train_004317.jpg,donuts
train_007540,train_images/train_007540.jpg,pizza
train_001042,train_images/train_001042.jpg,baklava
train_006736,train_images/train_006736.jpg,lasagna
train_008025,train_images/train_008025.jpg,ramen
train_007514,train_images/train_007514.jpg,pizza
train_003238,train_images/train_003238.jpg,chicken_curry
train_004840,train_images/train_004840.jpg,dumplings
train_004011,train_images/train_004011.jpg,donuts
train_004286,train_images/train_004286.jpg,donuts
train_007547,train_images/train_007547.jpg,pizza
train_009021,train_images/train_009021.jpg,sushi
train_002599,train_images/train_002599.jpg,cheesecake
train_006981,train_images/train_006981.jpg,lasagna
train_008180,train_images/train_008180.jpg,ramen
train_000222,train_images/train_000222.jpg,apple_pie
train_006403,train_images/train_006403.jpg,ice_cream
train_004512,train_images/train_004512.jpg,dumplings
train_009012,train_images/train_009012.jpg,sushi
train_008649,train_images/train_008649.jpg,steak
train_006474,train_images/train_006474.jpg,ice_cream
train_000138,train_images/train_000138.jpg,apple_pie
train_001715,train_images/train_001715.jpg,beef_carpaccio
train_007408,train_images/train_007408.jpg,omelette
train_003907,train_images/train_003907.jpg,chocolate_cake
train_007949,train_images/train_007949.jpg,pizza
train_001368,train_images/train_001368.jpg,baklava
train_003128,train_images/train_003128.jpg,chicken_curry
train_000313,train_images/train_000313.jpg,apple_pie
train_008191,train_images/train_008191.jpg,ramen
train_002123,train_images/train_002123.jpg,caesar_salad
train_006602,train_images/train_006602.jpg,lasagna
train_009128,train_images/train_009128.jpg,sushi
train_001483,train_images/train_001483.jpg,baklava
train_002279,train_images/train_002279.jpg,caesar_salad
train_001887,train_images/train_001887.jpg,beef_carpaccio
train_004082,train_images/train_004082.jpg,donuts
train_004225,train_images/train_004225.jpg,donuts
train_003115,train_images/train_003115.jpg,chicken_curry
train_007438,train_images/train_007438.jpg,omelette
train_001510,train_images/train_001510.jpg,beef_carpaccio
train_007456,train_images/train_007456.jpg,omelette
train_005512,train_images/train_005512.jpg,hamburger
train_007880,train_images/train_007880.jpg,pizza
train_008926,train_images/train_008926.jpg,steak
train_009850,train_images/train_009850.jpg,tacos
train_000276,train_images/train_000276.jpg,apple_pie
train_008645,train_images/train_008645.jpg,steak
train_006352,train_images/train_006352.jpg,ice_cream
train_009833,train_images/train_009833.jpg,tacos
train_000082,train_images/train_000082.jpg,apple_pie
train_001943,train_images/train_001943.jpg,beef_carpaccio
train_005062,train_images/train_005062.jpg,french_fries
train_006309,train_images/train_006309.jpg,ice_cream
train_000356,train_images/train_000356.jpg,apple_pie
train_004341,train_images/train_004341.jpg,donuts
train_003205,train_images/train_003205.jpg,chicken_curry
train_004244,train_images/train_004244.jpg,donuts
train_003633,train_images/train_003633.jpg,chocolate_cake
train_003864,train_images/train_003864.jpg,chocolate_cake
train_009184,train_images/train_009184.jpg,sushi
train_002199,train_images/train_002199.jpg,caesar_salad
train_004402,train_images/train_004402.jpg,donuts
train_009166,train_images/train_009166.jpg,sushi
train_000619,train_images/train_000619.jpg,baby_back_ribs
train_007544,train_images/train_007544.jpg,pizza
train_008371,train_images/train_008371.jpg,ramen
train_001763,train_images/train_001763.jpg,beef_carpaccio
train_009866,train_images/train_009866.jpg,tacos
train_005460,train_images/train_005460.jpg,french_fries
train_005113,train_images/train_005113.jpg,french_fries
train_002769,train_images/train_002769.jpg,cheesecake
train_007960,train_images/train_007960.jpg,pizza
train_008000,train_images/train_008000.jpg,pizza
train_008871,train_images/train_008871.jpg,steak
train_003096,train_images/train_003096.jpg,chicken_curry
train_002355,train_images/train_002355.jpg,caesar_salad
train_001070,train_images/train_001070.jpg,baklava
train_006614,train_images/train_006614.jpg,lasagna
train_003074,train_images/train_003074.jpg,chicken_curry
train_003398,train_images/train_003398.jpg,chicken_curry
train_005373,train_images/train_005373.jpg,french_fries
train_004784,train_images/train_004784.jpg,dumplings
train_001192,train_images/train_001192.jpg,baklava
train_002326,train_images/train_002326.jpg,caesar_salad
train_002952,train_images/train_002952.jpg,cheesecake
train_009858,train_images/train_009858.jpg,tacos
train_009737,train_images/train_009737.jpg,tacos
train_009771,train_images/train_009771.jpg,tacos
train_002357,train_images/train_002357.jpg,caesar_salad
train_005193,train_images/train_005193.jpg,french_fries
train_001700,train_images/train_001700.jpg,beef_carpaccio
train_005948,train_images/train_005948.jpg,hamburger
train_000769,train_images/train_000769.jpg,baby_back_ribs
train_002594,train_images/train_002594.jpg,cheesecake
train_001284,train_images/train_001284.jpg,baklava
train_009762,train_images/train_009762.jpg,tacos
train_001782,train_images/train_001782.jpg,beef_carpaccio
train_003514,train_images/train_003514.jpg,chocolate_cake
train_005008,train_images/train_005008.jpg,french_fries
train_008140,train_images/train_008140.jpg,ramen
train_008595,train_images/train_008595.jpg,steak
train_007326,train_images/train_007326.jpg,omelette
train_007152,train_images/train_007152.jpg,omelette
train_008914,train_images/train_008914.jpg,steak
train_007502,train_images/train_007502.jpg,pizza
train_003594,train_images/train_003594.jpg,chocolate_cake
train_002839,train_images/train_002839.jpg,cheesecake
train_002420,train_images/train_002420.jpg,caesar_salad
train_003807,train_images/train_003807.jpg,chocolate_cake
train_006922,train_images/train_006922.jpg,lasagna
train_007315,train_images/train_007315.jpg,omelette
train_007698,train_images/train_007698.jpg,pizza
train_001457,train_images/train_001457.jpg,baklava
train_003910,train_images/train_003910.jpg,chocolate_cake
train_009178,train_images/train_009178.jpg,sushi
train_000675,train_images/train_000675.jpg,baby_back_ribs
train_002521,train_images/train_002521.jpg,cheesecake
train_001315,train_images/train_001315.jpg,baklava
train_008981,train_images/train_008981.jpg,steak
train_008845,train_images/train_008845.jpg,steak
train_001624,train_images/train_001624.jpg,beef_carpaccio
train_009004,train_images/train_009004.jpg,sushi
train_000632,train_images/train_000632.jpg,baby_back_ribs
train_005773,train_images/train_005773.jpg,hamburger
train_003413,train_images/train_003413.jpg,chicken_curry
train_008441,train_images/train_008441.jpg,ramen
train_002051,train_images/train_002051.jpg,caesar_salad
train_003808,train_images/train_003808.jpg,chocolate_cake
train_003054,train_images/train_003054.jpg,chicken_curry
train_009023,train_images/train_009023.jpg,sushi
train_006522,train_images/train_006522.jpg,lasagna
train_001144,train_images/train_001144.jpg,baklava
train_004023,train_images/train_004023.jpg,donuts
train_005121,train_images/train_005121.jpg,french_fries
train_002397,train_images/train_002397.jpg,caesar_salad
train_003227,train_images/train_003227.jpg,chicken_curry
train_007912,train_images/train_007912.jpg,pizza
train_003471,train_images/train_003471.jpg,chicken_curry
train_006963,train_images/train_006963.jpg,lasagna
train_009388,train_images/train_009388.jpg,sushi
train_006461,train_images/train_006461.jpg,ice_cream
train_000015,train_images/train_000015.jpg,apple_pie
train_001014,train_images/train_001014.jpg,baklava
train_001664,train_images/train_001664.jpg,beef_carpaccio
train_002312,train_images/train_002312.jpg,caesar_salad
train_002187,train_images/train_002187.jpg,caesar_salad
train_006336,train_images/train_006336.jpg,ice_cream
train_004340,train_images/train_004340.jpg,donuts
train_008297,train_images/train_008297.jpg,ramen
train_007487,train_images/train_007487.jpg,omelette
train_009449,train_images/train_009449.jpg,sushi
train_007404,train_images/train_007404.jpg,omelette
train_002005,train_images/train_002005.jpg,caesar_salad
train_003524,train_images/train_003524.jpg,chocolate_cake
train_009755,train_images/train_009755.jpg,tacos
train_000913,train_images/train_000913.jpg,baby_back_ribs
train_009489,train_images/train_009489.jpg,sushi
train_007718,train_images/train_007718.jpg,pizza
train_004837,train_images/train_004837.jpg,dumplings
train_007721,train_images/train_007721.jpg,pizza
train_006320,train_images/train_006320.jpg,ice_cream
train_004421,train_images/train_004421.jpg,donuts
train_005267,train_images/train_005267.jpg,french_fries
train_006875,train_images/train_006875.jpg,lasagna
train_002050,train_images/train_002050.jpg,caesar_salad
train_008399,train_images/train_008399.jpg,ramen
train_006738,train_images/train_006738.jpg,lasagna
train_008040,train_images/train_008040.jpg,ramen
train_002999,train_images/train_002999.jpg,cheesecake
train_004258,train_images/train_004258.jpg,donuts
train_000431,train_images/train_000431.jpg,apple_pie
train_002571,train_images/train_002571.jpg,cheesecake
train_007834,train_images/train_007834.jpg,pizza
train_005004,train_images/train_005004.jpg,french_fries
train_004618,train_images/train_004618.jpg,dumplings
train_005578,train_images/train_005578.jpg,hamburger
train_003620,train_images/train_003620.jpg,chocolate_cake
train_005882,train_images/train_005882.jpg,hamburger
train_000886,train_images/train_000886.jpg,baby_back_ribs
train_003759,train_images/train_003759.jpg,chocolate_cake
train_001006,train_images/train_001006.jpg,baklava
train_007832,train_images/train_007832.jpg,pizza
train_000342,train_images/train_000342.jpg,apple_pie
train_003927,train_images/train_003927.jpg,chocolate_cake
train_005323,train_images/train_005323.jpg,french_fries
train_007572,train_images/train_007572.jpg,pizza
train_005045,train_images/train_005045.jpg,french_fries
train_008079,train_images/train_008079.jpg,ramen
train_006155,train_images/train_006155.jpg,ice_cream
train_000874,train_images/train_000874.jpg,baby_back_ribs
train_000395,train_images/train_000395.jpg,apple_pie
train_002351,train_images/train_002351.jpg,caesar_salad
train_008555,train_images/train_008555.jpg,steak
train_003349,train_images/train_003349.jpg,chicken_curry
train_005406,train_images/train_005406.jpg,french_fries
train_000430,train_images/train_000430.jpg,apple_pie
train_004495,train_images/train_004495.jpg,donuts
train_006551,train_images/train_006551.jpg,lasagna
train_006358,train_images/train_006358.jpg,ice_cream
train_006205,train_images/train_006205.jpg,ice_cream
train_009885,train_images/train_009885.jpg,tacos
train_006833,train_images/train_006833.jpg,lasagna
train_003869,train_images/train_003869.jpg,chocolate_cake
train_004469,train_images/train_004469.jpg,donuts
train_005247,train_images/train_005247.jpg,french_fries
train_003702,train_images/train_003702.jpg,chocolate_cake
train_000706,train_images/train_000706.jpg,baby_back_ribs
train_006929,train_images/train_006929.jpg,lasagna
train_003212,train_images/train_003212.jpg,chicken_curry
train_000479,train_images/train_000479.jpg,apple_pie
train_008114,train_images/train_008114.jpg,ramen
train_007676,train_images/train_007676.jpg,pizza
train_007081,train_images/train_007081.jpg,omelette
train_005026,train_images/train_005026.jpg,french_fries
train_007603,train_images/train_007603.jpg,pizza
train_006784,train_images/train_006784.jpg,lasagna
train_003447,train_images/train_003447.jpg,chicken_curry
train_004328,train_images/train_004328.jpg,donuts
train_007640,train_images/train_007640.jpg,pizza
train_002404,train_images/train_002404.jpg,caesar_salad
train_002990,train_images/train_002990.jpg,cheesecake
train_003159,train_images/train_003159.jpg,chicken_curry
train_002615,train_images/train_002615.jpg,cheesecake
train_009870,train_images/train_009870.jpg,tacos
train_007589,train_images/train_007589.jpg,pizza
train_004594,train_images/train_004594.jpg,dumplings
train_005600,train_images/train_005600.jpg,hamburger
train_007781,train_images/train_007781.jpg,pizza
train_007914,train_images/train_007914.jpg,pizza
train_009479,train_images/train_009479.jpg,sushi
train_006509,train_images/train_006509.jpg,lasagna
train_003966,train_images/train_003966.jpg,chocolate_cake
train_002723,train_images/train_002723.jpg,cheesecake
train_000590,train_images/train_000590.jpg,baby_back_ribs
train_008834,train_images/train_008834.jpg,steak
train_006408,train_images/train_006408.jpg,ice_cream
train_000320,train_images/train_000320.jpg,apple_pie
train_003130,train_images/train_003130.jpg,chicken_curry
train_001503,train_images/train_001503.jpg,beef_carpaccio
train_009315,train_images/train_009315.jpg,sushi
train_004350,train_images/train_004350.jpg,donuts
train_005921,train_images/train_005921.jpg,hamburger
train_003833,train_images/train_003833.jpg,chocolate_cake
train_005089,train_images/train_005089.jpg,french_fries
train_003272,train_images/train_003272.jpg,chicken_curry
train_007312,train_images/train_007312.jpg,omelette
train_001233,train_images/train_001233.jpg,baklava
train_001785,train_images/train_001785.jpg,beef_carpaccio
train_009071,train_images/train_009071.jpg,sushi
train_009806,train_images/train_009806.jpg,tacos
train_005616,train_images/train_005616.jpg,hamburger
train_001528,train_images/train_001528.jpg,beef_carpaccio
train_000701,train_images/train_000701.jpg,baby_back_ribs
